UniqueKey	EastWest	Formation	Member	MidMemberAge	Order	Family	Subfamily	Tribe	Genus	Species	TaxonString	ComLocID	noSpecies	ComLoc_raw	ComLoc
30441	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	NA	NA	105 >< NA	NA
30442	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	NA	NA	105 >< NA	NA
30443	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	NA	NA	105 >< NA	NA
30444	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30445	E	unknown	NA	NA	Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	PrimatesCercopithecidaeColobinaeColobini	NA	NA	105 >< NA	NA
30446	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30447	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30448	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30449	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30450	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30451	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30452	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30453	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30454	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30455	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinae	NA	NA	105 >< NA	NA
30456	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinae	NA	NA	105 >< NA	NA
30457	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30458	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30459	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30460	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30461	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30462	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30463	E	unknown	NA	NA	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinae	NA	NA	105 >< NA	NA
30464	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30465	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30466	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30467	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30468	E	unknown	NA	NA	Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	PrimatesCercopithecidaeColobinaeColobini	NA	NA	105 >< NA	NA
30469	E	unknown	NA	NA	Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	PrimatesCercopithecidaeColobinaeColobini	NA	NA	105 >< NA	NA
30470	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30471	E	unknown	NA	NA	Carnivora	Hyaenidae	Hyaeninae	NA	NA	NA	CarnivoraHyaenidaeHyaeninae	NA	NA	105 >< NA	NA
30472	E	unknown	NA	NA	Carnivora	Hyaenidae	NA	NA	NA	NA	CarnivoraHyaenidae	NA	NA	105 >< NA	NA
30473	E	unknown	NA	NA	Carnivora	Mustelidae	Lutrinae	NA	NA	NA	CarnivoraMustelidaeLutrinae	NA	NA	105 >< NA	NA
30474	E	unknown	NA	NA	Carnivora	Mustelidae	NA	NA	NA	NA	CarnivoraMustelidae	NA	NA	105 >< NA	NA
30475	E	unknown	NA	NA	Carnivora	Viverridae	NA	NA	NA	NA	CarnivoraViverridae	NA	NA	105 >< NA	NA
30476	E	unknown	NA	NA	Carnivora	Viverridae	NA	NA	NA	NA	CarnivoraViverridae	NA	NA	105 >< NA	NA
30477	E	unknown	NA	NA	Carnivora	Viverridae/Canidae	NA	NA	NA	NA	CarnivoraViverridae/Canidae	NA	NA	105 >< NA	NA
30478	E	unknown	NA	NA	Carnivora	Viverridae	NA	NA	NA	NA	CarnivoraViverridae	NA	NA	105 >< NA	NA
30479	E	unknown	NA	NA	Carnivora	Mustelidae	NA	NA	NA	NA	CarnivoraMustelidae	NA	NA	105 >< NA	NA
30480	E	unknown	NA	NA	Carnivora	Viverridae	NA	NA	NA	NA	CarnivoraViverridae	NA	NA	105 >< NA	NA
30481	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30482	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	CarnivoraIndet	NA	NA	105 >< NA	NA
30483	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30484	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivora	NA	NA	105 >< NA	NA
30485	E	unknown	NA	NA	Carnivora	Felidae	NA	NA	NA	NA	CarnivoraFelidae	NA	NA	105 >< NA	NA
30486	E	unknown	NA	NA	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	NA	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotherium	NA	NA	105 >< NA	NA
30487	E	unknown	NA	NA	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	NA	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotherium	NA	NA	105 >< NA	NA
30488	E	unknown	NA	NA	Carnivora	cf Mustelidae	NA	NA	NA	NA	Carnivoracf Mustelidae	NA	NA	105 >< NA	NA
30489	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivora	NA	NA	105 >< NA	NA
30490	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivora	NA	NA	105 >< NA	NA
30491	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivora	NA	NA	105 >< NA	NA
30492	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30493	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivora	NA	NA	105 >< NA	NA
30494	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30495	E	unknown	NA	NA	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	NA	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotherium	NA	NA	105 >< NA	NA
30496	E	Koobi Fora	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30497	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30498	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30499	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30500	E	Koobi Fora	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30501	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30502	E	Koobi Fora	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30503	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30504	E	unknown	NA	NA	Carnivora	NA	NA	NA	NA	NA	Carnivoraindet	NA	NA	105 >< NA	NA
30505	E	unknown	NA	NA	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	NA	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotherium	NA	NA	105 >< NA	NA
30506	E	unknown	NA	NA	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	NA	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotherium	NA	NA	105 >< NA	NA
30507	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30508	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30509	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30510	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30511	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30512	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30513	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippus	NA	NA	105 >< NA	NA
30514	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30515	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30516	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30517	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30518	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30519	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30520	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30521	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30522	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30523	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30524	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30525	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30526	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30527	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30528	E	unknown	NA	NA	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	NA	NA	105 >< NA	NA
30529	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidaeindet	NA	NA	105 >< NA	NA
30530	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30531	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30532	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30533	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30534	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30535	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30536	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30537	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30538	E	unknown	NA	NA	Perissodactyla	Equidae	NA	NA	NA	NA	PerissodactylaEquidae	NA	NA	105 >< NA	NA
30539	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30540	E	unknown	NA	NA	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	NA	NA	105 >< NA	NA
30541	E	unknown	NA	NA	Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	PrimatesCercopithecidaeColobinaeColobini	NA	NA	105 >< NA	NA
30542	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	Hystrix	NA	RodentiaHystricidaeHystrix	NA	NA	105 >< NA	NA
30543	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30544	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30545	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30546	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30547	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30548	E	unknown	NA	NA	Rodentia	Hystricidae/Bovidae	NA	NA	NA	NA	RodentiaHystricidae/Bovidae	NA	NA	105 >< NA	NA
30549	E	unknown	NA	NA	Rodentia	Hystricidae/Bovidae	NA	NA	NA	NA	RodentiaHystricidae/Bovidae	NA	NA	105 >< NA	NA
30550	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30551	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30552	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30553	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30554	E	unknown	NA	NA	Lagomorpha	Leporidae	NA	NA	NA	NA	LagomorphaLeporidae	NA	NA	105 >< NA	NA
30555	E	unknown	NA	NA	Rodentia	Hystricidae	NA	NA	NA	NA	RodentiaHystricidae	NA	NA	105 >< NA	NA
30556	E	unknown	NA	NA	Lagomorpha	Leporidae	NA	NA	Lepus	NA	LagomorphaLeporidaeLepus	NA	NA	105 >< NA	NA
30557	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentia	NA	NA	105 >< NA	NA
30558	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentia	NA	NA	105 >< NA	NA
30559	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30560	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30561	E	unknown	NA	NA	Rodentia	NA	NA	NA	NA	NA	Rodentiaindet	NA	NA	105 >< NA	NA
30562	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30563	E	unknown	NA	NA	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	NA	NA	105 >< NA	NA
30564	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30565	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30566	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30567	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30568	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30569	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	hopwoodi	ArtiodactylaSuidaeSuinaeMetridiochoerushopwoodi	NA	NA	105 >< NA	NA
30570	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30571	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30572	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30573	E	unknown	NA	NA	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	NA	NA	105 >< NA	NA
30574	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30575	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30576	E	unknown	NA	NA	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	euilus	ArtiodactylaSuidaeTetraconodontinaeNotochoeruseuilus	NA	NA	105 >< NA	NA
30577	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30578	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	modestus	ArtiodactylaSuidaeSuinaeMetridiochoerusmodestus	NA	NA	105 >< NA	NA
30579	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	modestus	ArtiodactylaSuidaeSuinaeMetridiochoerusmodestus	NA	NA	105 >< NA	NA
30580	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	modestus	ArtiodactylaSuidaeSuinaeMetridiochoerusmodestus	NA	NA	105 >< NA	NA
30581	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30582	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30583	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	NA	ArtiodactylaSuidaeSuinaeMetridiochoerus	NA	NA	105 >< NA	NA
30584	E	unknown	NA	NA	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	NA	NA	105 >< NA	NA
30585	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	NA	NA	105 >< NA	NA
30586	E	unknown	NA	NA	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	NA	NA	105 >< NA	NA
30587	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30588	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30589	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30590	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30591	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30592	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30593	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30594	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30595	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30596	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30597	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30598	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30599	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30600	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30601	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30602	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30603	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30604	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30605	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30606	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30607	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30608	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30609	E	unknown	NA	NA	Artiodactyla	Suidae	NA	NA	Notochoerus/Metridiochoerus	NA	ArtiodactylaSuidaeindetindetNotochoerus/Metridiochoerus	NA	NA	105 >< NA	NA
30610	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30611	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
30612	E	unknown	NA	NA	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	NA	NA	105 >< NA	NA
30613	E	unknown	NA	NA	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	NA	NA	105 >< NA	NA
30614	E	unknown	NA	NA	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	NA	NA	105 >< NA	NA
