SITE	lon_bio	lat_bio	bio1	bio12	NPP
71332	32.61	-17.68	188	705	1121
71333	33.09	-17.68	208	1071	1527
71334	33.56	-17.68	223	1158	1609
71335	34.03	-17.68	234	1078	1534
71336	34.5	-17.68	243	988	1443
71337	34.97	-17.68	254	907	1357
71338	35.44	-17.68	248	970	1425
71339	35.91	-17.68	249	967	1421
71340	36.39	-17.68	253	1064	1520
71341	36.86	-17.68	256	1236	1680
72053	11.87	-17.23	194	34	67
72054	12.34	-17.23	200	69	134
72055	12.81	-17.23	183	240	442
72056	13.28	-17.23	207	239	440
72057	13.75	-17.23	221	291	527
72058	14.22	-17.23	222	367	649
72059	14.69	-17.23	224	429	744
72060	15.16	-17.23	227	521	877
72061	15.63	-17.23	226	584	964
72062	16.1	-17.23	227	579	958
72063	16.57	-17.23	228	587	968
72064	17.04	-17.23	228	610	999
72065	17.51	-17.23	227	629	1024
72066	17.98	-17.23	227	645	1045
72067	18.45	-17.23	226	652	1054
72068	18.92	-17.23	223	629	1024
72069	19.39	-17.23	220	619	1011
72070	19.86	-17.23	217	623	1016
72071	20.33	-17.23	215	621	1014
72072	20.8	-17.23	214	636	1033
72073	21.27	-17.23	215	650	1052
72074	21.74	-17.23	217	656	1059
72075	22.21	-17.23	220	654	1057
72076	22.68	-17.23	220	656	1059
72077	23.16	-17.23	220	666	1072
72078	23.63	-17.23	216	685	1096
72079	24.1	-17.23	214	699	1114
72080	24.57	-17.23	214	713	1131
72081	25.04	-17.23	222	721	1141
72082	25.51	-17.23	216	779	1212
72083	25.98	-17.23	208	843	1286
72084	26.45	-17.23	204	789	1223
72085	26.92	-17.23	198	796	1232
72086	27.39	-17.23	243	820	1260
72087	27.86	-17.23	240	747	1173
72088	28.33	-17.23	236	723	1144
72089	28.8	-17.23	235	748	1174
72090	29.27	-17.23	213	796	1232
72091	29.74	-17.23	193	804	1241
72092	30.21	-17.23	191	820	1260
72093	30.68	-17.23	165	896	1345
72094	31.15	-17.23	180	839	1281
72095	31.62	-17.23	199	854	1298
72096	32.09	-17.23	200	694	1108
72097	32.56	-17.23	205	645	1045
72098	33.03	-17.23	227	666	1072
72099	33.5	-17.23	229	772	1203
72100	33.97	-17.23	242	803	1240
72101	34.44	-17.23	251	781	1214
72102	34.91	-17.23	258	720	1140
72103	35.38	-17.23	253	858	1303
72104	35.85	-17.23	241	930	1382
72105	36.32	-17.23	248	1045	1501
72106	36.79	-17.23	252	1169	1620
72107	37.26	-17.23	253	1289	1725
72108	37.73	-17.23	257	1338	1766
72109	38.2	-17.23	253	1346	1773
72820	11.88	-16.78	195	46	90
72821	12.35	-16.78	198	96	185
72822	12.82	-16.78	204	174	327
72823	13.29	-16.78	208	273	497
72824	13.75	-16.78	213	369	652
72825	14.22	-16.78	214	469	803
72826	14.69	-16.78	224	543	908
72827	15.16	-16.78	229	617	1008
72828	15.63	-16.78	229	623	1016
72829	16.1	-16.78	229	621	1014
72830	16.57	-16.78	228	630	1026
72831	17.04	-16.78	227	651	1053
72832	17.51	-16.78	225	670	1077
72833	17.98	-16.78	225	684	1095
72834	18.45	-16.78	223	689	1101
72835	18.92	-16.78	220	685	1096
72836	19.38	-16.78	217	678	1087
72837	19.85	-16.78	214	681	1091
72838	20.32	-16.78	212	686	1098
72839	20.79	-16.78	213	692	1105
72840	21.26	-16.78	215	697	1111
72841	21.73	-16.78	217	706	1123
72842	22.2	-16.78	220	708	1125
72843	22.67	-16.78	222	713	1131
72844	23.14	-16.78	222	717	1136
72845	23.61	-16.78	220	727	1149
72846	24.08	-16.78	216	743	1168
72847	24.54	-16.78	214	765	1195
72848	25.01	-16.78	216	774	1206
72849	25.48	-16.78	216	795	1230
72850	25.95	-16.78	208	824	1264
72851	26.42	-16.78	194	801	1237
72852	26.89	-16.78	186	806	1243
72853	27.36	-16.78	197	840	1283
72854	27.83	-16.78	246	754	1182
72857	29.24	-16.78	215	796	1232
72858	29.71	-16.78	194	840	1283
72859	30.17	-16.78	183	796	1232
72860	30.64	-16.78	196	797	1233
72861	31.11	-16.78	190	852	1296
72862	31.58	-16.78	200	777	1209
72863	32.05	-16.78	212	645	1045
72864	32.52	-16.78	226	635	1032
72865	32.99	-16.78	237	615	1006
72866	33.46	-16.78	245	643	1043
72867	33.93	-16.78	252	689	1101
72868	34.4	-16.78	262	703	1119
72869	34.87	-16.78	254	880	1328
72870	35.34	-16.78	256	943	1396
72871	35.8	-16.78	240	1184	1633
72872	36.27	-16.78	239	1415	1828
72873	36.74	-16.78	247	1343	1770
72874	37.21	-16.78	251	1287	1724
72875	37.68	-16.78	251	1340	1768
72876	38.15	-16.78	253	1312	1745
72877	38.62	-16.78	252	1274	1713
72878	39.09	-16.78	254	1195	1643
73589	11.9	-16.33	200	40	79
73590	12.37	-16.33	204	89	172
73591	12.84	-16.33	203	230	425
73592	13.3	-16.33	207	344	613
73593	13.77	-16.33	209	452	778
73594	14.24	-16.33	215	532	893
73595	14.71	-16.33	225	610	999
73596	15.18	-16.33	234	670	1077
73597	15.64	-16.33	229	661	1066
73598	16.11	-16.33	228	654	1057
73599	16.58	-16.33	227	668	1075
73600	17.05	-16.33	225	690	1103
73601	17.52	-16.33	223	710	1128
73602	17.98	-16.33	221	725	1146
73603	18.45	-16.33	220	729	1151
73604	18.92	-16.33	217	730	1152
73605	19.39	-16.33	213	732	1155
73606	19.86	-16.33	210	738	1162
73607	20.32	-16.33	209	743	1168
73608	20.79	-16.33	210	747	1173
73609	21.26	-16.33	214	746	1172
73610	21.73	-16.33	217	755	1183
73611	22.2	-16.33	220	764	1194
73612	22.66	-16.33	224	767	1197
73613	23.13	-16.33	226	759	1188
73614	23.6	-16.33	223	768	1198
73615	24.07	-16.33	220	776	1208
73616	24.54	-16.33	213	802	1239
73617	25	-16.33	210	818	1257
73618	25.47	-16.33	212	814	1253
73619	25.94	-16.33	212	811	1249
73620	26.41	-16.33	202	833	1275
73621	26.88	-16.33	202	828	1269
73622	27.34	-16.33	204	842	1285
73623	27.81	-16.33	218	790	1225
73624	28.28	-16.33	240	719	1139
73625	28.75	-16.33	254	701	1116
73626	29.22	-16.33	215	755	1183
73627	29.69	-16.33	203	806	1243
73628	30.15	-16.33	216	783	1216
73629	30.62	-16.33	228	788	1222
73630	31.09	-16.33	228	825	1265
73631	31.56	-16.33	222	728	1150
73632	32.03	-16.33	222	674	1082
73633	32.49	-16.33	235	663	1068
73634	32.96	-16.33	250	633	1029
73635	33.43	-16.33	255	656	1059
73636	33.9	-16.33	257	695	1109
73637	34.37	-16.33	252	777	1209
73638	34.83	-16.33	262	799	1235
73639	35.3	-16.33	242	1089	1544
73640	35.77	-16.33	226	1629	1983
73641	36.24	-16.33	236	1837	2114
73642	36.71	-16.33	226	1857	2126
73643	37.17	-16.33	243	1472	1871
73644	37.64	-16.33	245	1383	1802
73645	38.11	-16.33	248	1315	1747
73646	38.58	-16.33	252	1253	1694
73647	39.05	-16.33	256	1200	1648
73648	39.51	-16.33	258	1159	1610
74360	11.93	-15.88	204	31	61
74361	12.4	-15.88	208	104	200
74362	12.87	-15.88	216	222	411
74363	13.33	-15.88	209	434	751
74364	13.8	-15.88	206	572	948
74365	14.27	-15.88	210	656	1059
74366	14.73	-15.88	222	668	1075
74367	15.2	-15.88	229	678	1087
74368	15.67	-15.88	226	685	1096
74369	16.13	-15.88	225	700	1115
74370	16.6	-15.88	223	722	1143
74371	17.07	-15.88	220	747	1173
74372	17.54	-15.88	219	765	1195
74373	18	-15.88	217	780	1213
74374	18.47	-15.88	215	785	1219
74375	18.94	-15.88	214	785	1219
74376	19.4	-15.88	211	781	1214
74377	19.87	-15.88	206	786	1220
74378	20.34	-15.88	204	807	1244
74379	20.8	-15.88	207	801	1237
74380	21.27	-15.88	211	809	1247
74381	21.74	-15.88	217	815	1254
74382	22.21	-15.88	220	834	1276
74383	22.67	-15.88	225	844	1287
74384	23.14	-15.88	228	833	1275
74385	23.61	-15.88	224	830	1271
74386	24.07	-15.88	221	827	1268
74387	24.54	-15.88	214	838	1280
74388	25.01	-15.88	208	850	1294
74389	25.47	-15.88	206	848	1292
74390	25.94	-15.88	210	819	1258
74391	26.41	-15.88	210	801	1237
74392	26.88	-15.88	211	831	1272
74393	27.34	-15.88	214	814	1253
74394	27.81	-15.88	209	778	1210
74395	28.28	-15.88	216	755	1183
74396	28.74	-15.88	250	666	1072
74397	29.21	-15.88	245	682	1093
74398	29.68	-15.88	241	708	1125
74399	30.14	-15.88	229	758	1186
74400	30.61	-15.88	241	688	1100
74401	31.08	-15.88	238	710	1128
74402	31.55	-15.88	234	710	1128
74403	32.01	-15.88	240	659	1063
74404	32.48	-15.88	245	680	1090
74405	32.95	-15.88	254	705	1121
74406	33.41	-15.88	261	738	1162
74407	33.88	-15.88	256	816	1255
74408	34.35	-15.88	253	833	1275
74409	34.81	-15.88	241	909	1359
74410	35.28	-15.88	215	1411	1824
74411	35.75	-15.88	221	1773	2076
74412	36.22	-15.88	230	1796	2090
74413	36.68	-15.88	226	1842	2117
74414	37.15	-15.88	234	1600	1963
74415	37.62	-15.88	233	1460	1862
74416	38.08	-15.88	240	1311	1744
74417	38.55	-15.88	248	1234	1678
74418	39.02	-15.88	255	1193	1641
74419	39.48	-15.88	257	1165	1616
74420	39.95	-15.88	255	1107	1562
75133	12.44	-15.43	211	143	272
75134	12.91	-15.43	229	255	467
75135	13.37	-15.43	216	541	905
75136	13.84	-15.43	198	714	1133
75137	14.31	-15.43	202	781	1214
75138	14.77	-15.43	215	740	1165
75139	15.24	-15.43	222	713	1131
75140	15.7	-15.43	222	739	1163
75141	16.17	-15.43	218	769	1200
75142	16.64	-15.43	216	796	1232
75143	17.1	-15.43	216	809	1247
75144	17.57	-15.43	214	825	1265
75145	18.03	-15.43	210	852	1296
75146	18.5	-15.43	212	839	1281
75147	18.97	-15.43	211	845	1288
75148	19.43	-15.43	210	832	1273
75149	19.9	-15.43	206	817	1256
75150	20.36	-15.43	205	795	1230
75151	20.83	-15.43	207	836	1278
75152	21.3	-15.43	212	855	1300
75153	21.76	-15.43	214	891	1340
75154	22.23	-15.43	220	913	1364
75155	22.69	-15.43	225	950	1404
75156	23.16	-15.43	230	911	1362
75157	23.63	-15.43	224	893	1342
75158	24.09	-15.43	219	877	1324
75159	24.56	-15.43	213	875	1322
75160	25.02	-15.43	209	875	1322
75161	25.49	-15.43	209	866	1312
75162	25.96	-15.43	210	845	1288
75163	26.42	-15.43	209	851	1295
75164	26.89	-15.43	214	886	1334
75165	27.35	-15.43	215	860	1305
75166	27.82	-15.43	215	814	1253
75167	28.29	-15.43	203	832	1273
75168	28.75	-15.43	211	785	1219
75169	29.22	-15.43	205	796	1232
75170	29.68	-15.43	228	774	1206
75171	30.15	-15.43	246	728	1150
75172	30.62	-15.43	243	779	1212
75173	31.08	-15.43	231	862	1307
75174	31.55	-15.43	228	865	1311
75175	32.01	-15.43	242	711	1129
75176	32.48	-15.43	253	696	1110
75177	32.95	-15.43	262	751	1178
75178	33.41	-15.43	257	905	1355
75179	33.88	-15.43	237	1055	1511
75180	34.34	-15.43	221	1107	1562
75181	34.81	-15.43	243	932	1384
75182	35.28	-15.43	207	1227	1672
75184	36.21	-15.43	226	1485	1881
75185	36.67	-15.43	216	1626	1981
75186	37.14	-15.43	212	1671	2011
75187	37.61	-15.43	223	1360	1784
75188	38.07	-15.43	231	1255	1696
75189	38.54	-15.43	238	1209	1656
75190	39	-15.43	252	1142	1595
75191	39.47	-15.43	252	1130	1583
75192	39.93	-15.43	251	1045	1501
75193	40.4	-15.43	247	1013	1469
75907	12.5	-14.99	218	224	415
75908	12.96	-14.99	239	356	632
75909	13.43	-14.99	166	854	1298
75910	13.89	-14.99	192	834	1276
75911	14.36	-14.99	201	870	1316
75912	14.82	-14.99	206	854	1298
75913	15.29	-14.99	214	819	1258
75914	15.75	-14.99	213	840	1283
75915	16.22	-14.99	211	861	1306
75916	16.68	-14.99	212	864	1310
75917	17.15	-14.99	207	894	1343
75918	17.61	-14.99	204	915	1366
75919	18.08	-14.99	206	913	1364
75920	18.54	-14.99	207	918	1369
75921	19.01	-14.99	208	908	1358
75922	19.47	-14.99	209	884	1332
75923	19.94	-14.99	208	867	1313
75924	20.4	-14.99	211	845	1288
75925	20.87	-14.99	209	875	1322
75926	21.33	-14.99	206	937	1390
75927	21.8	-14.99	212	975	1430
75928	22.26	-14.99	219	1050	1506
75929	22.73	-14.99	225	1078	1534
75930	23.19	-14.99	228	969	1424
75931	23.66	-14.99	225	939	1392
75932	24.12	-14.99	218	923	1375
75933	24.59	-14.99	212	911	1362
75934	25.05	-14.99	208	909	1359
75935	25.52	-14.99	207	913	1364
75936	25.98	-14.99	209	903	1353
75937	26.45	-14.99	201	946	1399
75938	26.91	-14.99	205	951	1405
75939	27.38	-14.99	207	926	1378
75940	27.84	-14.99	209	895	1344
75941	28.31	-14.99	207	873	1320
75942	28.77	-14.99	225	798	1234
75943	29.24	-14.99	239	770	1201
75944	29.7	-14.99	227	832	1273
75945	30.17	-14.99	247	807	1244
75946	30.63	-14.99	234	927	1379
75947	31.1	-14.99	217	1048	1504
75948	31.56	-14.99	217	1081	1537
75949	32.03	-14.99	213	1216	1662
75950	32.49	-14.99	240	918	1369
75951	32.96	-14.99	247	906	1356
75952	33.42	-14.99	233	1006	1462
75953	33.89	-14.99	220	1029	1485
75954	34.35	-14.99	201	1053	1509
75955	34.82	-14.99	223	989	1444
75956	35.28	-14.99	239	981	1436
75957	35.75	-14.99	233	1137	1590
75958	36.21	-14.99	237	1102	1557
75959	36.68	-14.99	238	993	1448
75960	37.14	-14.99	214	1156	1608
75961	37.61	-14.99	215	1126	1580
75962	38.07	-14.99	227	1149	1601
75963	38.54	-14.99	229	1172	1622
75964	39	-14.99	244	1108	1563
75965	39.47	-14.99	248	1126	1580
75966	39.93	-14.99	243	978	1433
75967	40.4	-14.99	250	922	1374
76683	12.56	-14.54	223	291	527
76684	13.03	-14.54	233	591	974
76685	13.49	-14.54	221	885	1333
76686	13.96	-14.54	208	942	1395
76687	14.42	-14.54	195	972	1427
76688	14.88	-14.54	203	966	1420
76689	15.35	-14.54	204	952	1406
76690	15.81	-14.54	201	966	1420
76691	16.28	-14.54	205	954	1408
76692	16.74	-14.54	201	976	1431
76693	17.2	-14.54	199	987	1442
76694	17.67	-14.54	197	988	1443
76695	18.13	-14.54	203	978	1433
76696	18.6	-14.54	209	958	1412
76697	19.06	-14.54	210	955	1409
76698	19.52	-14.54	211	939	1392
76699	19.99	-14.54	210	933	1385
76700	20.45	-14.54	208	927	1379
76701	20.92	-14.54	201	973	1428
76702	21.38	-14.54	203	993	1448
76703	21.84	-14.54	209	1026	1482
76704	22.31	-14.54	215	1063	1519
76705	22.77	-14.54	222	1042	1498
76706	23.24	-14.54	226	999	1455
76707	23.7	-14.54	225	968	1422
76708	24.16	-14.54	218	957	1411
76709	24.63	-14.54	211	956	1410
76710	25.09	-14.54	206	964	1418
76711	25.56	-14.54	203	980	1435
76712	26.02	-14.54	208	963	1417
76713	26.48	-14.54	208	968	1422
76714	26.95	-14.54	208	968	1422
76715	27.41	-14.54	209	955	1409
76716	27.88	-14.54	210	938	1391
76717	28.34	-14.54	205	929	1381
76718	28.8	-14.54	208	897	1346
76719	29.27	-14.54	204	905	1355
76720	29.73	-14.54	187	956	1410
76721	30.2	-14.54	222	917	1368
76722	30.66	-14.54	240	897	1346
76723	31.13	-14.54	217	1022	1478
76724	31.59	-14.54	217	1093	1548
76725	32.05	-14.54	219	1161	1612
76726	32.52	-14.54	233	1023	1479
76727	32.98	-14.54	229	989	1444
76728	33.45	-14.54	203	1007	1463
76729	33.91	-14.54	193	959	1413
76730	34.37	-14.54	189	978	1433
76731	34.84	-14.54	233	883	1331
76733	35.77	-14.54	233	1024	1480
76734	36.23	-14.54	235	1014	1470
76735	36.69	-14.54	241	947	1400
76736	37.16	-14.54	236	957	1411
76737	37.62	-14.54	232	1007	1463
76738	38.09	-14.54	234	1068	1524
76739	38.55	-14.54	244	1067	1523
76740	39.01	-14.54	246	1079	1535
76741	39.48	-14.54	245	1086	1541
76742	39.94	-14.54	242	992	1447
76743	40.41	-14.54	248	853	1297
77460	12.64	-14.09	224	380	669
77461	13.11	-14.09	233	582	962
77462	13.57	-14.09	229	851	1295
77463	14.03	-14.09	223	987	1442
77464	14.49	-14.09	184	1121	1575
77465	14.96	-14.09	196	1080	1536
77466	15.42	-14.09	199	1052	1508
77467	15.88	-14.09	199	1048	1504
77468	16.35	-14.09	199	1051	1507
77469	16.81	-14.09	200	1044	1500
77470	17.27	-14.09	199	1046	1502
77471	17.74	-14.09	200	1039	1495
77472	18.2	-14.09	201	1043	1499
77473	18.66	-14.09	205	1030	1486
77474	19.13	-14.09	214	991	1446
77475	19.59	-14.09	213	994	1449
77476	20.05	-14.09	211	995	1451
77477	20.51	-14.09	205	1007	1463
77478	20.98	-14.09	202	1012	1468
77479	21.44	-14.09	199	1032	1488
77480	21.9	-14.09	205	1050	1506
77481	22.37	-14.09	212	1060	1516
77482	22.83	-14.09	221	1039	1495
77483	23.29	-14.09	226	1016	1472
77484	23.76	-14.09	222	1008	1464
77485	24.22	-14.09	214	1006	1462
77486	24.68	-14.09	209	1010	1466
77487	25.15	-14.09	206	1018	1474
77488	25.61	-14.09	207	1015	1471
77489	26.07	-14.09	206	1022	1478
77490	26.54	-14.09	203	1027	1483
77491	27	-14.09	203	1016	1472
77492	27.46	-14.09	209	992	1447
77493	27.92	-14.09	208	998	1454
77494	28.39	-14.09	205	995	1451
77495	28.85	-14.09	201	986	1441
77496	29.31	-14.09	194	976	1431
77497	29.78	-14.09	195	945	1398
77498	30.24	-14.09	238	884	1332
77499	30.7	-14.09	246	862	1307
77500	31.17	-14.09	223	950	1404
77501	31.63	-14.09	218	1041	1497
77502	32.09	-14.09	218	1093	1548
77503	32.56	-14.09	221	1060	1516
77504	33.02	-14.09	213	1010	1466
77505	33.48	-14.09	203	909	1359
77506	33.94	-14.09	193	886	1334
77507	34.41	-14.09	186	963	1417
77508	34.87	-14.09	246	923	1375
77509	35.33	-14.09	207	1054	1510
77510	35.8	-14.09	231	1038	1494
77511	36.26	-14.09	234	1057	1513
77512	36.72	-14.09	236	1059	1515
77513	37.19	-14.09	236	1076	1532
77514	37.65	-14.09	235	1049	1505
77515	38.11	-14.09	244	1024	1480
77516	38.58	-14.09	251	1029	1485
77517	39.04	-14.09	256	1043	1499
77518	39.5	-14.09	247	1049	1505
77519	39.96	-14.09	246	934	1386
77520	40.43	-14.09	246	800	1236
78239	12.73	-13.64	224	422	733
78240	13.19	-13.64	225	657	1061
78241	13.66	-13.64	230	811	1249
78242	14.12	-13.64	201	1163	1614
78243	14.58	-13.64	175	1222	1667
78244	15.04	-13.64	183	1192	1640
78245	15.51	-13.64	193	1144	1596
78246	15.97	-13.64	192	1150	1602
78247	16.43	-13.64	199	1127	1581
78248	16.89	-13.64	200	1122	1576
78249	17.35	-13.64	202	1102	1557
78250	17.82	-13.64	201	1100	1555
78251	18.28	-13.64	203	1096	1551
78252	18.74	-13.64	208	1076	1532
78253	19.2	-13.64	207	1091	1546
78254	19.67	-13.64	214	1059	1515
78255	20.13	-13.64	214	1042	1498
78256	20.59	-13.64	208	1044	1500
78257	21.05	-13.64	199	1073	1529
78258	21.51	-13.64	198	1078	1534
78259	21.98	-13.64	200	1083	1538
78260	22.44	-13.64	206	1075	1531
78261	22.9	-13.64	220	1054	1510
78262	23.36	-13.64	229	1049	1505
78263	23.82	-13.64	221	1046	1502
78264	24.29	-13.64	211	1055	1511
78265	24.75	-13.64	208	1068	1524
78266	25.21	-13.64	205	1084	1539
78267	25.67	-13.64	203	1103	1558
78268	26.14	-13.64	201	1103	1558
78269	26.6	-13.64	202	1076	1532
78270	27.06	-13.64	204	1047	1503
78271	27.52	-13.64	206	1060	1516
78272	27.98	-13.64	203	1096	1551
78273	28.45	-13.64	198	1106	1561
78274	28.91	-13.64	199	1068	1524
78275	29.37	-13.64	193	1009	1465
78276	29.83	-13.64	187	1009	1465
78277	30.3	-13.64	196	1007	1463
78278	30.76	-13.64	229	915	1366
78279	31.22	-13.64	244	864	1310
78280	31.68	-13.64	223	966	1420
78281	32.14	-13.64	223	999	1455
78282	32.61	-13.64	220	1010	1466
78283	33.07	-13.64	218	923	1375
78284	33.53	-13.64	205	865	1311
78285	33.99	-13.64	189	903	1353
78286	34.46	-13.64	243	1101	1556
78287	34.92	-13.64	243	1117	1571
78288	35.38	-13.64	211	1139	1592
78289	35.84	-13.64	228	1158	1609
78290	36.3	-13.64	238	1133	1586
78291	36.77	-13.64	222	1203	1650
78292	37.23	-13.64	221	1192	1640
78293	37.69	-13.64	236	1081	1537
78294	38.15	-13.64	242	1043	1499
78295	38.62	-13.64	246	1033	1489
78296	39.08	-13.64	256	1068	1524
78297	39.54	-13.64	253	1043	1499
78298	40	-13.64	246	959	1413
78299	40.46	-13.64	252	821	1261
79019	12.83	-13.19	234	332	594
79020	13.29	-13.19	227	657	1061
79021	13.76	-13.19	226	940	1393
79022	14.22	-13.19	216	1157	1609
79023	14.68	-13.19	204	1287	1724
79024	15.14	-13.19	183	1240	1683
79025	15.6	-13.19	189	1222	1667
79026	16.06	-13.19	189	1242	1685
79027	16.52	-13.19	195	1201	1649
79028	16.99	-13.19	199	1176	1626
79029	17.45	-13.19	204	1151	1603
79030	17.91	-13.19	203	1160	1611
79031	18.37	-13.19	202	1170	1620
79032	18.83	-13.19	202	1172	1622
79033	19.29	-13.19	206	1151	1603
79034	19.75	-13.19	208	1135	1588
79035	20.21	-13.19	213	1088	1543
79036	20.68	-13.19	203	1121	1575
79037	21.14	-13.19	200	1116	1570
79038	21.6	-13.19	196	1124	1578
79039	22.06	-13.19	193	1131	1584
79040	22.52	-13.19	197	1109	1563
79041	22.98	-13.19	217	1084	1539
79042	23.44	-13.19	220	1107	1562
79043	23.91	-13.19	215	1113	1567
79044	24.37	-13.19	211	1113	1567
79045	24.83	-13.19	206	1136	1589
79046	25.29	-13.19	203	1149	1601
79047	25.75	-13.19	195	1188	1637
79048	26.21	-13.19	195	1181	1631
79049	26.67	-13.19	199	1147	1599
79050	27.13	-13.19	202	1131	1584
79051	27.6	-13.19	202	1167	1618
79052	28.06	-13.19	202	1209	1656
79053	28.52	-13.19	202	1211	1658
79054	28.98	-13.19	197	1166	1617
79055	29.44	-13.19	195	1102	1557
79056	29.9	-13.19	194	1081	1537
79057	30.36	-13.19	190	1086	1541
79058	30.83	-13.19	192	1031	1487
79059	31.29	-13.19	239	872	1319
79060	31.75	-13.19	244	838	1280
79061	32.21	-13.19	234	891	1340
79062	32.67	-13.19	223	897	1346
79063	33.13	-13.19	213	824	1264
79064	33.59	-13.19	205	842	1285
79065	34.05	-13.19	216	1016	1472
79067	34.98	-13.19	222	1260	1701
79068	35.44	-13.19	203	1265	1705
79069	35.9	-13.19	221	1293	1729
79070	36.36	-13.19	239	1211	1658
79071	36.82	-13.19	240	1192	1640
79072	37.28	-13.19	241	1148	1600
79073	37.75	-13.19	234	1117	1571
79074	38.21	-13.19	245	1051	1507
79075	38.67	-13.19	244	1020	1476
79076	39.13	-13.19	249	1040	1496
79077	39.59	-13.19	257	1071	1527
79078	40.05	-13.19	257	994	1449
79079	40.51	-13.19	257	859	1304
79802	13.41	-12.74	237	411	717
79803	13.87	-12.74	223	964	1418
79804	14.33	-12.74	224	1116	1570
79805	14.79	-12.74	179	1292	1728
79806	15.25	-12.74	188	1276	1714
79807	15.71	-12.74	192	1346	1773
79808	16.17	-12.74	185	1305	1739
79809	16.63	-12.74	189	1254	1695
79810	17.09	-12.74	199	1213	1659
79811	17.55	-12.74	202	1216	1662
79812	18.01	-12.74	202	1232	1676
79813	18.47	-12.74	200	1247	1689
79814	18.93	-12.74	204	1214	1660
79815	19.39	-12.74	203	1209	1656
79816	19.85	-12.74	206	1183	1632
79817	20.31	-12.74	208	1158	1609
79818	20.77	-12.74	206	1153	1605
79819	21.24	-12.74	201	1165	1616
79820	21.7	-12.74	196	1180	1630
79821	22.16	-12.74	190	1187	1636
79822	22.62	-12.74	193	1175	1625
79823	23.08	-12.74	197	1216	1662
79824	23.54	-12.74	208	1199	1647
79825	24	-12.74	206	1214	1660
79826	24.46	-12.74	208	1192	1640
79827	24.92	-12.74	207	1187	1636
79828	25.38	-12.74	205	1193	1641
79829	25.84	-12.74	199	1217	1663
79830	26.3	-12.74	198	1224	1669
79831	26.76	-12.74	196	1228	1673
79832	27.22	-12.74	198	1230	1674
79833	27.68	-12.74	196	1268	1707
79834	28.14	-12.74	199	1284	1721
79835	28.6	-12.74	199	1251	1693
79836	29.06	-12.74	200	1203	1650
79837	29.52	-12.74	201	1162	1613
79838	29.98	-12.74	202	1127	1581
79839	30.45	-12.74	196	1085	1540
79840	30.91	-12.74	189	1058	1514
79841	31.37	-12.74	203	983	1438
79842	31.83	-12.74	240	859	1304
79843	32.29	-12.74	236	864	1310
79844	32.75	-12.74	213	871	1318
79845	33.21	-12.74	205	862	1307
79846	33.67	-12.74	207	990	1445
79847	34.13	-12.74	232	1410	1824
79849	35.05	-12.74	200	1408	1822
79850	35.51	-12.74	219	1354	1779
79851	35.97	-12.74	218	1340	1768
79852	36.43	-12.74	243	1241	1684
79853	36.89	-12.74	251	1195	1643
